Number,CH1,CH2,CH4
49417,0,0,0
49418,0,0,0
49419,0.01,0,0
49420,0,-0.01,-0.01
49421,0,-0.01,0
49422,0,0,0
49423,0,0,0
49424,0.01,0,-0.01
49425,0,-0.01,0
49426,0,-0.01,0
49427,0,0,0
49428,0,0,0
49429,0.01,0,-0.01
49430,0,0,-0.01
49431,0,0,0
49432,0,-0.01,0
49433,0,0,0
49434,0.01,0,0
49435,0.01,0,-0.01
49436,0,0,0
49437,0,-0.01,0
49438,0,0,0
49439,0.01,0,0
49440,0,0,0
49441,0,0,0
49442,0,0,0
49443,0,0,0
49444,0.01,-0.01,0
49445,0,0,0
49446,0,0,0
49447,0.01,0,0
49448,0,0,0
49449,0,0,0
49450,0.01,0,0
49451,0,0,0
49452,0,0,0
49453,0,0,0
49454,0.01,0,0
49455,0,0,0
49456,0,0,0
49457,0,0,0
49458,0,0,0
49459,0,0,0
49460,0.01,0,0
49461,0,0,0
49462,0,0,0
49463,0,0,0
49464,0.01,0,0
49465,0,0,0
49466,0,0,0
49467,0.01,0,0
49468,0,0,0
49469,0,0,0
49470,0.01,0,0
49471,0,0,0
49472,0,0,0
49473,0,0,0
49474,0,0.01,0
49475,0,0,0
49476,0,0,0
49477,0.01,0,0
49478,0.01,0,0
49479,0,0,0
49480,0,0,0
49481,0,0.01,0
49482,0,0,0
49483,0,0,0
49484,0.01,0,0
49485,0,0,0
49486,0,0,0
49487,0,0,0
49488,0.01,0,0
49489,0,0,0
49490,0,0,0
49491,0.01,0,0
49492,0,0,-0.01
49493,0,0,0
49494,0,0,0
49495,0,0,0
49496,0,0,0
49497,0,0,0
49498,0,0,0.01
49499,0.01,0,0
49500,0,0,0
49501,0,0,0
49502,0,0,0
49503,0,0,0
49504,0,0,0
49505,0,0,-0.01
49506,0,0,0
49507,0.01,0,0
49508,0,0,0
49509,0,0,0
49510,0,0,0
49511,0,0,0
49512,0,0,0
49513,0,0,0
49514,0,0,-0.01
49515,0,0,0
49516,0,0,0
49517,0,0,0
49518,-0.01,-0.01,0
49519,0,0,0
49520,0,0,0
49521,0,0,0
49522,-0.01,0,0
49523,0,0,0
49524,0,0,0
49525,0,0,0
49526,0,0,0
49527,0,0,0
49528,0,-0.01,0
49529,-0.01,0,0
49530,0,0,0
49531,0,0,0
49532,0,-0.01,0
49533,-0.01,0,0.01
49534,0,0,0
49535,0,0,0
49536,-0.01,-0.01,0
49537,0,0,0
49538,0,0,0
49539,-0.01,0.01,0
49540,-0.01,0,0
49541,-0.01,-0.01,0
49542,-0.01,0,0
49543,0,0.01,0.01
49544,0,0,0
49545,0,0,0
49546,-0.01,0,0
49547,0,0,0
49548,0,0,0
49549,0,0,0
49550,0,0,0
49551,0,0,0.01
49552,0,0.01,0.01
49553,0,0,0
49554,0,0.01,0
49555,0,0,0.01
49556,0,0,0.01
49557,0.01,0.01,0
49558,0,0.01,0
49559,0,0.01,0.01
49560,0,0.01,0.01
49561,0,0.01,0.01
49562,0,0,0
49563,0,0,0.01
49564,0,0.01,0.01
49565,0,0.01,0
49566,0,0,0
49567,-0.01,0,0
49568,0,0,0.01
49569,0,0,0
49570,0,0,0
49571,-0.01,0,0
49572,0,0,0
49573,0,0,0
49574,0,0,0
49575,0,0,0
49576,0,0,0
49577,0,0,0
49578,0,0,0
49579,0,0,0
49580,0,0,0
49581,-0.01,0,0
49582,0,0.01,0
49583,0,0.01,0
49584,0,0.01,0
49585,0,0,0
49586,-0.01,0,0
49587,0,0.01,0
49588,0,0.01,0
49589,0,0,0
49590,0,0.01,0
49591,0.01,0.01,0.01
49592,0,0,0
49593,0,0,0
49594,0,0.01,0
49595,0,0.01,0
49596,-0.01,0,0
49597,0,0.01,0
49598,0,0.01,0
49599,0,0,0
49600,0,0.01,0
49601,0,0,0
49602,0,0,0.01
49603,0,0.01,0
49604,0,0,-0.01
49605,-0.01,0,0
49606,0,0,0
49607,0,0,0
49608,0,0,0
49609,-0.01,0,0
49610,0,0.01,0
49611,0,0,0
49612,0,0,0
49613,0,0,-0.01
49614,-0.01,0,0
49615,0,0,0
49616,0,0,-0.01
49617,0,0,0
49618,0,0,0
49619,0,0,0
49620,0,0,0
49621,0,0,0
49622,0,0,0
49623,0,0,0
49624,0,0,-0.01
49625,0,0,0
49626,0,0,0
49627,0,0,0
49628,0,0,0
49629,0.01,0.01,0
49630,0,0,-0.01
49631,0,0,0
49632,0,0,0
49633,0,0,-0.01
49634,0,0,0
49635,0,0,0
49636,0,0,-0.01
49637,0,0,-0.01
49638,0,0,0
49639,0,0,0
49640,0,0,0
49641,0,-0.01,-0.01
49642,0,0,0
49643,0,0,0
49644,0,0,-0.01
49645,0,0,-0.01
49646,0,0,0
49647,0.01,0.01,0.01
49648,0.01,0,0
49649,0.01,0,0
49650,0,0,0
49651,0.01,0,0.01
49652,0.01,0,0
49653,0,0,0
49654,0,0,0
49655,0,0,0
49656,0.01,0,0
49657,0.01,0.01,0
49658,0,0,0
49659,0,0,0
49660,0.01,0,0
49661,0.01,0,0
49662,0,-0.01,-0.01
49663,0,-0.01,0
49664,0,0,0
49665,0,-0.01,0
49666,0,-0.01,-0.01
49667,0,-0.01,0
49668,0,0,0
49669,0,0,-0.01
49670,0,-0.01,-0.01
49671,0,-0.01,0
49672,0,0,0
49673,0,0,-0.01
49674,0,-0.01,-0.01
49675,0,-0.01,-0.01
49676,0,-0.01,0
49677,0,-0.01,0
49678,-0.01,-0.01,-0.01
49679,-0.01,-0.01,-0.01
49680,0,-0.01,-0.01
49681,0,-0.01,-0.01
49682,-0.01,-0.01,0
49683,0,-0.01,-0.01
49684,0,-0.01,-0.01
49685,-0.01,-0.01,-0.01
49686,0,-0.01,-0.01
49687,-0.01,-0.01,-0.01
49688,-0.01,-0.01,0
49689,0,-0.01,-0.01
49690,0,-0.01,-0.01
49691,0,-0.01,-0.01
49692,0,-0.01,-0.01
49693,-0.01,-0.01,-0.01
49694,0,0,0
49695,0,-0.01,0
49696,0,0,-0.01
49697,0,-0.01,0
49698,0,-0.01,0
49699,0,0,0
49700,0.01,0,-0.01
49701,0,-0.01,-0.01
49702,0,-0.01,0
49703,0,0,0
49704,0,-0.01,0
49705,0,-0.01,0
49706,0,0,0
49707,0,0,0
49708,0.01,0,0
49709,0,-0.01,0
49710,0,0,0
49711,0.01,0,0.01
49712,0.01,0.01,0
49713,0.01,0,0
49714,0.01,0,0
49715,0.01,0,0
49716,0.01,0,0
49717,0.01,0.01,0
49718,0.01,0,0
49719,0.01,0,0
49720,0,0,0.01
49721,0.01,0.01,0
49722,0.01,0,0
49723,0.01,0,0
49724,0.01,0,0
49725,0.01,0,0.01
49726,0,0,0
49727,0.01,0,0
49728,0,0,0
49729,0,0,0
49730,0,0,-0.01
49731,0,0,0
49732,0,0,0
49733,0.01,0,0
49734,0.01,0,0
49735,0.01,0,-0.01
49736,0,0,0
49737,0,0,0
49738,0,0,0
49739,0.01,0,0
49740,0.01,0,0
49741,0,0,0
49742,0,-0.01,0
49743,0,-0.01,0
49744,0,0,-0.01
49745,0,-0.01,-0.01
49746,0,-0.01,-0.01
49747,0,-0.01,0
49748,0,0,0
49749,0,-0.01,-0.01
49750,0,-0.01,-0.01
49751,0,-0.01,-0.01
49752,-0.01,-0.01,0
49753,0,-0.01,0
49754,0,0,0
49755,0,0,-0.01
49756,-0.01,-0.01,-0.01
49757,-0.01,-0.01,0
49758,0.01,0.01,0.01
49759,0.01,0.01,0
49760,0.01,0,0
49761,0,0,0
49762,0,0.01,0.01
49763,0.01,0.01,0
49764,0.01,0.01,0
49765,0,0,0
49766,0.01,0.01,0.01
49767,0.01,0.01,0
49768,0.01,0.01,0
49769,0,0.01,0.01
49770,0.01,0.01,0.01
49771,0.01,0,0
49772,0,0,0
49773,0,0.01,0.01
49774,0.01,0.01,0
49775,0,0,0
49776,0,0,0.01
49777,0.01,0.01,0.01
49778,0.01,0.01,0
49779,0,0,0.01
49780,0.01,0.01,0
49781,0.01,0,0
49782,0,0.01,0.01
49783,0.01,0.01,0.01
49784,0,0,0
49785,0,0,0.01
49786,0.01,0,0.01
49787,0.01,0.01,0
49788,0.01,0,0
49789,0,0,0.01
49790,0,0,0
49791,0,0,0
49792,0,0,0
49793,-0.01,0,0
49794,0,0,0
49795,0,0,0
49796,0,0,0
49797,0,0,0
49798,0,0,0
49799,0,0,0
49800,0,0,0
49801,0,0,0
49802,0,0,0
49803,0.01,0,-0.01
49804,0,-0.01,-0.01
49805,-0.01,0,-0.01
49806,0,0,0
49807,0,0,0
49808,0,0,0
49809,0,0,0
49810,0,-0.01,0
49811,-0.01,0,0
49812,0,0,0
49813,0,0,0
49814,0,0,0
49815,-0.01,-0.01,0
49816,0,0,0
49817,0,0,0
49818,0,0,0
49819,0,0,0
49820,0,0,0
49821,0,0,0
49822,0,0,0
49823,0,0,0
49824,0,0,0
49825,0,0,0
49826,-0.01,0,0
49827,0,0,0
49828,0,0,0
49829,-0.01,0,-0.01
49830,0,0,0
49831,0,0,0
49832,0,0,0
49833,0,0,-0.01
49834,0,-0.01,0
49835,-0.01,0,0
49836,0,0,0
49837,0,0,-0.01
49838,0.01,0,0
49839,0,0,0.01
49840,0.01,0.01,0.01
49841,0.01,0.01,0
49842,0,0,0.01
49843,0,0,0.01
49844,0,0.01,0
49845,0,0,0
49846,0,0,0.01
49847,0.01,0.01,0
49848,0,0,0
49849,0,0.01,0.01
49850,0,0,0
49851,0,0,0
49852,0,0.01,0.01
49853,0,0,0
49854,0,0.01,0.01
49855,0,0.01,0
49856,0,0,0
49857,0,0,0.01
49858,0,0.01,0.01
49859,0,0,0
49860,0,0,0
49861,0,0,0.01
49862,0,0.01,0.01
49863,0.01,0,0
49864,0,0,0.01
49865,0,0.01,0
49866,0,0,0
49867,0,0,0
49868,0.01,0,0.01
49869,0,0.01,0
49870,0,0,0
49871,-0.01,0,0
49872,0,0,0
49873,0,0,0
49874,0,0,0
49875,-0.01,0,0
49876,0,0,0.01
49877,0,0,0
49878,-0.01,-0.01,0
49879,0,0,0
49880,0,0,0
49881,-0.01,0,0
49882,-0.01,0,0
49883,0,0,0
49884,0,0,0
49885,-0.01,0,0
49886,-0.01,0,0.01
49887,0,0,0
49888,0,0,0
49889,0,0,0
49890,0,0,0
49891,0,0,0
49892,0,0,0
49893,0,-0.01,0
49894,-0.01,0,0.01
49895,0,0.01,0
49896,-0.01,0,0
49897,0,0,0
49898,0,0,0
49899,0,0,0
49900,-0.01,0,0
49901,0,0,0.01
49902,0,0,0
49903,0,0,0
49904,0,0,0
49905,0,0,0
49906,-0.01,0,0
49907,0,0,0
49908,-0.01,0,0
49909,-0.01,0,0.01
49910,0,0,0
49911,0,-0.01,0
49912,0,0,0.01
49913,0,0,0
49914,-0.01,0,0
49915,0,0,0
49916,0,0,0
49917,0,0,0
49918,0,0.01,0.01
49919,0.01,0.01,0.01
49920,0,0,0.01
49921,0,0,0.01
49922,0.01,0.01,0.01
49923,0,0,0
49924,0,0,0.01
49925,0,0.01,0.01
49926,0.01,0.01,0.01
49927,0,0,0.01
49928,0,0.01,0.01
49929,0,0.01,0
49930,0,0.01,0.01
49931,0,0.01,0.01
49932,0,0.01,0.01
49933,0,0.01,0
49934,0,0,0
49935,0,0.01,0
49936,0,0,0
49937,0,0,0
49938,0,0.01,0
49939,0,0,0
49940,0,0,0
49941,-0.01,0.01,0.01
49942,0,0.01,0
49943,0,0,0
49944,0,0,0
49945,0,0.01,0
49946,0,0,0
49947,0,0,0
49948,0,0.01,0
49949,0,0.01,0
49950,0,0.01,0.01
49951,0,0.01,0.01
49952,0.01,0.01,0.01
49953,0.01,0,0
49954,0,0.01,0.01
49955,0.01,0.01,0.01
49956,0.01,0.01,0
49957,0,0.01,0.01
49958,0,0.01,0.01
49959,0.01,0.01,0
49960,0,0.01,0
49961,0,0.01,0.01
49962,0,0.01,0.01
49963,0,0.01,0
49964,0,0.01,0.01
49965,0,0.01,0.01
49966,0,0.01,0
49967,0,0.01,0
49968,-0.01,0,0
49969,0,0.01,0
49970,0,0.01,0
49971,23.52,23.5,23.52
49972,23.52,23.51,23.52
49973,23.52,23.51,23.52
49974,23.52,23.51,23.52
49975,23.52,23.51,23.52
49976,23.53,23.51,23.52
49977,23.52,23.51,23.52
49978,23.52,23.51,23.52
49979,23.52,23.51,23.52
49980,23.52,23.51,23.52
49981,23.52,23.51,23.52
49982,23.53,23.51,23.52
49983,23.53,23.51,23.52
49984,23.52,23.5,23.52
49985,23.52,23.5,23.52
49986,23.52,23.5,23.52
49987,23.52,23.5,23.52
49988,23.52,23.5,23.52
49989,23.53,23.51,23.52
49990,23.52,23.51,23.52
49991,23.53,23.51,23.52
49992,23.53,23.51,23.52
49993,23.53,23.51,23.52
49994,23.53,23.51,23.52
49995,23.52,23.51,23.52
49996,23.53,23.51,23.52
49997,23.53,23.51,23.52
49998,23.52,23.51,23.52
49999,23.52,23.51,23.52
50000,23.52,23.5,23.52
50001,23.52,23.5,23.52
50002,23.52,23.51,23.52
50003,23.52,23.51,23.52
50004,23.52,23.51,23.52
50005,23.52,23.51,23.52
50006,23.52,23.51,23.52
50007,23.52,23.51,23.52
50008,23.53,23.51,23.52
50009,23.52,23.51,23.52
50010,23.52,23.51,23.52
50011,23.52,23.51,23.52
50012,23.52,23.51,23.52
50013,23.52,23.51,23.52
50014,23.52,23.5,23.52
50015,23.52,23.5,23.52
50016,23.52,23.5,23.52
50017,23.52,23.5,23.52
50018,23.52,23.5,23.52
50019,23.52,23.51,23.52
50020,23.52,23.51,23.52
50021,23.53,23.51,23.52
50022,23.53,23.51,23.52
50023,23.52,23.51,23.52
50024,23.53,23.51,23.52
50025,23.52,23.51,23.52
50026,23.53,23.51,23.53
50027,23.52,23.51,23.53
50028,23.52,23.51,23.53
50029,23.52,23.51,23.53
50030,23.53,23.51,23.53
50031,23.53,23.51,23.53
50032,23.53,23.51,23.53
50033,23.53,23.51,23.53
50034,23.53,23.51,23.53
50035,23.53,23.52,23.53
50036,23.53,23.51,23.53
50037,23.53,23.51,23.53
50038,23.53,23.51,23.53
50039,23.53,23.51,23.53
50040,23.53,23.51,23.53
50041,23.53,23.51,23.53
50042,23.53,23.52,23.53
50043,23.53,23.51,23.53
50044,23.52,23.51,23.52
50045,23.52,23.51,23.52
50046,23.52,23.5,23.52
50047,23.52,23.5,23.52
50048,23.52,23.5,23.52
50049,23.52,23.5,23.52
50050,23.53,23.51,23.52
50051,23.53,23.51,23.52
50052,23.53,23.51,23.53
50053,23.53,23.51,23.52
50054,23.53,23.51,23.52
50055,23.53,23.51,23.53
50056,23.52,23.51,23.53
50057,23.53,23.51,23.52
50058,23.53,23.51,23.52
50059,23.53,23.51,23.52
50060,23.53,23.51,23.52
50061,23.53,23.51,23.52
50062,23.53,23.51,23.53
50063,23.52,23.5,23.53
50064,23.53,23.51,23.53
50065,23.53,23.51,23.53
50066,23.53,23.51,23.53
50067,23.53,23.51,23.53
50068,23.53,23.51,23.53
50069,23.53,23.51,23.53
50070,23.53,23.51,23.53
50071,23.53,23.51,23.53
50072,23.53,23.51,23.53
50073,23.53,23.51,23.53
50074,23.53,23.51,23.53
50075,23.52,23.5,23.52
50076,23.52,23.5,23.52
50077,23.52,23.5,23.52
50078,23.52,23.5,23.52
50079,23.52,23.5,23.52
50080,23.53,23.51,23.53
50081,23.53,23.51,23.53
50082,23.53,23.51,23.53
50083,23.53,23.51,23.53
50084,23.53,23.51,23.53
50085,23.53,23.51,23.53
50086,23.53,23.51,23.53
50087,23.53,23.51,23.53
50088,23.53,23.51,23.53
50089,23.53,23.51,23.53
50090,23.53,23.51,23.52
50091,23.53,23.51,23.53
50092,23.53,23.51,23.53
50093,23.53,23.51,23.53
50094,23.53,23.51,23.52
50095,23.52,23.51,23.53
50096,23.52,23.51,23.53
50097,23.53,23.51,23.53
50098,23.53,23.51,23.53
50099,23.53,23.51,23.52
50100,23.53,23.51,23.53
50101,23.52,23.51,23.53
50102,23.53,23.51,23.52
50103,23.53,23.51,23.52
50104,23.53,23.51,23.52
50105,23.52,23.5,23.52
50106,23.52,23.5,23.52
50107,23.52,23.5,23.52
50108,23.52,23.5,23.52
50109,23.52,23.5,23.52
50110,23.52,23.5,23.53
50111,23.53,23.51,23.53
50112,23.53,23.51,23.53
50113,23.53,23.51,23.53
50114,23.53,23.51,23.53
50115,23.53,23.51,23.53
50116,23.53,23.51,23.53
50117,23.53,23.52,23.53
50118,23.53,23.51,23.53
50119,23.53,23.51,23.53
50120,23.53,23.51,23.53
50121,23.53,23.52,23.53
50122,23.53,23.51,23.53
50123,23.53,23.52,23.53
50124,23.53,23.51,23.53
50125,23.53,23.51,23.53
50126,23.53,23.52,23.53
50127,23.53,23.52,23.53
50128,23.53,23.52,23.53
50129,23.53,23.52,23.53
50130,23.53,23.52,23.53
50131,23.53,23.52,23.53
50132,23.53,23.52,23.53
50133,23.53,23.52,23.53
50134,23.53,23.52,23.53
50135,23.53,23.51,23.52
50136,23.52,23.51,23.52
50137,23.52,23.51,23.52
50138,23.52,23.51,23.53
50139,23.53,23.51,23.53
50140,23.53,23.51,23.52
50141,23.53,23.52,23.53
50142,23.53,23.52,23.53
50143,23.53,23.52,23.53
50144,23.53,23.52,23.53
50145,23.53,23.51,23.53
50146,23.53,23.51,23.53
50147,23.53,23.51,23.53
50148,23.53,23.51,23.53
50149,23.53,23.51,23.53
50150,23.53,23.52,23.53
50151,23.53,23.51,23.53
50152,23.53,23.51,23.53
50153,23.53,23.51,23.53
50154,23.53,23.51,23.53
50155,23.53,23.51,23.53
50156,23.53,23.51,23.53
50157,23.53,23.51,23.53
50158,23.53,23.51,23.53
50159,23.53,23.51,23.53
50160,23.53,23.51,23.53
50161,23.53,23.51,23.53
50162,23.53,23.51,23.52
50163,23.53,23.51,23.53
50164,23.53,23.51,23.53
50165,23.53,23.51,23.53
50166,23.52,23.51,23.52
50167,23.52,23.5,23.52
50168,23.52,23.5,23.52
50169,23.52,23.5,23.52
50170,23.52,23.5,23.52
50171,23.53,23.52,23.53
50172,23.53,23.51,23.53
50173,23.53,23.51,23.53
50174,23.53,23.51,23.53
50175,23.53,23.51,23.53
50176,23.53,23.51,23.53
50177,23.53,23.51,23.53
50178,23.53,23.51,23.53
50179,23.53,23.51,23.53
50180,23.53,23.51,23.53
50181,23.53,23.51,23.53
50182,23.53,23.51,23.53
50183,23.53,23.52,23.53
50184,23.53,23.51,23.53
50185,23.53,23.52,23.53
50186,23.53,23.51,23.53
50187,23.53,23.52,23.53
50188,23.53,23.51,23.53
50189,23.53,23.51,23.53
50190,23.53,23.52,23.53
50191,23.53,23.51,23.53
50192,23.53,23.52,23.53
50193,23.53,23.52,23.53
50194,23.53,23.52,23.53
50195,23.53,23.52,23.53
50196,23.52,23.51,23.52
50197,23.53,23.51,23.53
50198,23.52,23.51,23.53
50199,23.53,23.51,23.52
50200,23.52,23.51,23.52
50201,23.52,23.51,23.52
50202,23.53,23.52,23.53
50203,23.53,23.52,23.53
50204,23.53,23.52,23.53
50205,23.53,23.52,23.53
50206,23.53,23.51,23.53
50207,23.53,23.51,23.53
50208,23.53,23.51,23.53
50209,23.53,23.52,23.53
50210,23.53,23.52,23.53
50211,23.53,23.51,23.53
50212,23.53,23.51,23.53
50213,23.53,23.51,23.53
50214,23.53,23.52,23.53
50215,23.53,23.51,23.53
50216,23.53,23.51,23.53
50217,23.53,23.52,23.53
50218,23.53,23.51,23.53
50219,23.53,23.51,23.53
50220,23.53,23.52,23.53
50221,23.53,23.52,23.53
50222,23.53,23.51,23.53
50223,23.53,23.52,23.53
50224,23.53,23.52,23.53
50225,23.53,23.52,23.53
50226,23.53,23.52,23.52
50227,23.52,23.51,23.53
50228,23.52,23.51,23.53
50229,23.52,23.51,23.52
50230,23.52,23.51,23.52
50231,23.52,23.51,23.52
50232,23.53,23.52,23.53
50233,23.53,23.52,23.53
50234,23.53,23.52,23.53
50235,23.53,23.52,23.53
50236,23.53,23.52,23.53
50237,23.53,23.52,23.53
50238,23.53,23.51,23.53
50239,23.53,23.51,23.53
50240,23.53,23.51,23.53
50241,23.53,23.52,23.53
50242,23.53,23.52,23.53
50243,23.53,23.51,23.53
50244,23.53,23.51,23.53
50245,23.53,23.52,23.53
50246,23.53,23.52,23.53
50247,23.53,23.52,23.53
50248,23.53,23.51,23.53
50249,23.53,23.51,23.53
50250,23.53,23.52,23.53
50251,23.53,23.52,23.53
50252,23.53,23.52,23.53
50253,23.53,23.52,23.53
50254,23.53,23.52,23.53
50255,23.53,23.52,23.53
50256,23.53,23.51,23.53
50257,23.52,23.51,23.52
50258,23.52,23.51,23.52
50259,23.52,23.5,23.52
50260,23.52,23.5,23.52
50261,23.52,23.51,23.52
50262,23.53,23.51,23.53
50263,23.53,23.52,23.53
50264,23.53,23.51,23.53
50265,23.53,23.51,23.53
50266,23.53,23.51,23.53
50267,23.53,23.52,23.53
50268,23.53,23.52,23.53
50269,23.53,23.51,23.53
50270,23.53,23.51,23.53
50271,23.53,23.52,23.53
50272,23.53,23.51,23.53
50273,23.53,23.51,23.53
50274,23.53,23.51,23.53
50275,23.53,23.51,23.53
50276,23.53,23.51,23.53
50277,23.53,23.51,23.53
50278,23.53,23.51,23.53
50279,23.53,23.51,23.53
50280,23.53,23.51,23.53
50281,23.53,23.51,23.53
50282,23.53,23.51,23.53
50283,23.53,23.52,23.53
50284,23.53,23.51,23.53
50285,23.53,23.52,23.53
50286,23.53,23.52,23.53
50287,23.52,23.51,23.52
50288,23.52,23.51,23.52
50289,23.52,23.51,23.52
50290,23.52,23.5,23.52
50291,23.52,23.51,23.52
50292,23.52,23.51,23.52
50293,23.53,23.51,23.53
50294,23.53,23.51,23.53
50295,23.53,23.51,23.53
50296,23.53,23.51,23.53
50297,23.53,23.51,23.53
50298,23.53,23.52,23.53
50299,23.53,23.52,23.53
50300,23.53,23.52,23.53
50301,23.53,23.51,23.53
50302,23.53,23.51,23.53
50303,23.53,23.51,23.53
50304,23.53,23.51,23.53
50305,23.53,23.51,23.53
50306,23.53,23.51,23.53
50307,23.53,23.51,23.53
50308,23.53,23.52,23.53
50309,23.53,23.51,23.53
50310,23.53,23.51,23.53
50311,23.53,23.51,23.53
50312,23.53,23.51,23.53
50313,23.53,23.51,23.53
50314,23.53,23.51,23.53
50315,23.53,23.52,23.53
50316,23.53,23.51,23.53
50317,23.53,23.51,23.52
50318,23.52,23.5,23.52
50319,23.52,23.5,23.52
50320,23.52,23.5,23.52
50321,23.52,23.5,23.52
50322,23.52,23.5,23.52
50323,23.53,23.52,23.53
50324,23.53,23.51,23.53
50325,23.53,23.51,23.53
50326,23.53,23.51,23.53
50327,23.53,23.51,23.53
50328,23.53,23.51,23.53
50329,23.53,23.51,23.53
50330,23.53,23.51,23.53
50331,23.53,23.51,23.53
50332,23.53,23.51,23.53
50333,23.53,23.51,23.53
50334,23.53,23.51,23.53
50335,23.53,23.51,23.53
50336,23.53,23.51,23.53
50337,23.53,23.51,23.53
50338,23.53,23.51,23.53
50339,23.53,23.51,23.53
50340,23.53,23.51,23.53
50341,23.52,23.51,23.53
50342,23.53,23.51,23.53
50343,23.53,23.51,23.52
50344,23.53,23.51,23.53
50345,23.53,23.51,23.53
50346,23.53,23.51,23.53
50347,23.52,23.51,23.53
50348,23.52,23.5,23.52
50349,23.52,23.5,23.52
50350,23.52,23.5,23.52
50351,23.52,23.5,23.52
50352,23.52,23.5,23.52
50353,23.52,23.51,23.53
50354,23.53,23.52,23.53
50355,23.53,23.51,23.53
50356,23.53,23.51,23.53
50357,23.53,23.52,23.53
50358,23.53,23.52,23.53
50359,23.53,23.52,23.53
50360,23.53,23.51,23.53
50361,23.53,23.52,23.53
50362,23.53,23.52,23.53
50363,23.53,23.52,23.53
50364,23.53,23.52,23.53
50365,23.53,23.52,23.53
50366,23.53,23.51,23.53
50367,23.53,23.52,23.53
50368,23.53,23.52,23.53
50369,23.53,23.51,23.53
50370,23.53,23.52,23.53
50371,23.53,23.51,23.53
50372,23.53,23.51,23.53
50373,23.53,23.51,23.53
50374,23.53,23.52,23.53
50375,23.53,23.51,23.53
50376,23.53,23.51,23.53
50377,23.53,23.52,23.53
50378,23.52,23.51,23.52
50379,23.52,23.51,23.52
50380,23.52,23.5,23.52
50381,23.52,23.5,23.52
50382,23.52,23.51,23.52
50383,23.52,23.5,23.52
50384,23.53,23.51,23.53
50385,23.53,23.51,23.53
50386,23.53,23.51,23.53
50387,23.53,23.51,23.53
50388,23.53,23.52,23.53
50389,23.53,23.52,23.53
50390,23.53,23.52,23.53
50391,23.53,23.52,23.53
50392,23.53,23.52,23.53
50393,23.53,23.52,23.53
50394,23.53,23.51,23.53
50395,23.53,23.51,23.53
50396,23.53,23.51,23.53
50397,23.53,23.51,23.53
50398,23.53,23.52,23.53
50399,23.53,23.52,23.53
50400,23.53,23.52,23.53
50401,23.53,23.52,23.53
50402,23.53,23.52,23.53
50403,23.53,23.52,23.53
50404,23.53,23.52,23.53
50405,23.53,23.51,23.53
50406,23.53,23.52,23.53
50407,23.53,23.51,23.53
50408,23.53,23.52,23.53
50409,23.52,23.51,23.52
50410,23.52,23.51,23.52
50411,23.53,23.5,23.52
50412,23.52,23.51,23.52
50413,23.52,23.5,23.52
50414,23.53,23.51,23.53
50415,23.53,23.51,23.53
50416,23.53,23.51,23.53
50417,23.53,23.51,23.53
50418,23.53,23.52,23.53
50419,23.53,23.51,23.53
50420,23.53,23.51,23.53
50421,23.53,23.51,23.53
50422,23.53,23.51,23.53
50423,23.53,23.51,23.53
50424,23.53,23.51,23.53
50425,23.53,23.51,23.53
50426,23.53,23.52,23.53
50427,23.53,23.51,23.53
50428,23.53,23.51,23.53
50429,23.53,23.51,23.53
50430,23.53,23.51,23.53
50431,23.53,23.51,23.53
50432,23.53,23.51,23.53
50433,23.53,23.51,23.53
50434,23.53,23.52,23.53
50435,23.53,23.51,23.53
50436,23.53,23.51,23.53
50437,23.53,23.51,23.53
50438,23.53,23.52,23.53
50439,23.52,23.51,23.52
50440,23.52,23.5,23.52
50441,23.52,23.51,23.52
50442,23.52,23.51,23.52
50443,23.52,23.5,23.52
50444,23.52,23.51,23.53
50445,23.53,23.52,23.53
50446,23.53,23.52,23.53
50447,23.53,23.51,23.53
50448,23.53,23.51,23.53
50449,23.53,23.51,23.53
50450,23.53,23.51,23.53
50451,23.53,23.51,23.53
50452,23.53,23.51,23.53
50453,23.53,23.51,23.53
50454,23.53,23.51,23.53
50455,23.53,23.52,23.53
50456,23.53,23.51,23.53
50457,23.53,23.52,23.53
50458,23.53,23.51,23.53
50459,23.53,23.51,23.53
50460,23.53,23.51,23.53
50461,23.53,23.51,23.53
50462,23.53,23.51,23.53
50463,23.53,23.51,23.53
50464,23.53,23.51,23.53
50465,23.53,23.51,23.53
50466,23.53,23.51,23.53
50467,23.53,23.51,23.53
50468,23.53,23.51,23.53
50469,23.52,23.5,23.52
50470,23.52,23.5,23.52
50471,23.52,23.5,23.52
50472,23.52,23.5,23.52
50473,23.52,23.51,23.52
50474,23.53,23.51,23.52
50475,23.53,23.52,23.53
50476,23.53,23.51,23.53
50477,23.53,23.51,23.53
50478,23.53,23.51,23.53
50479,23.53,23.51,23.53
50480,23.53,23.51,23.53
50481,23.53,23.51,23.53
50482,23.53,23.51,23.53
50483,23.53,23.51,23.53
50484,23.53,23.51,23.53
50485,23.53,23.51,23.52
50486,23.53,23.51,23.53
50487,23.53,23.51,23.53
50488,23.53,23.51,23.53
50489,23.53,23.52,23.53
50490,23.53,23.52,23.53
50491,23.53,23.51,23.53
50492,23.53,23.51,23.53
50493,23.53,23.51,23.53
50494,23.53,23.51,23.53
50495,23.53,23.51,23.53
50496,23.53,23.52,23.53
50497,23.53,23.52,23.53
50498,23.53,23.51,23.53
